n;searchIn;searchOut;pageSize;alfaMax;capacity;oveflow;alfa;diskAccessIn;diskAccessOut;input
100000;5000;5000;50;0.60;2850;492;0.60;5127;6229;tests/025.in
100000;5000;5000;50;0.60;2824;522;0.60;5156;6292;tests/026.in
100000;5000;5000;50;0.60;2865;474;0.60;5137;6122;tests/027.in
100000;5000;5000;50;0.60;2878;458;0.60;5154;6108;tests/028.in
100000;5000;5000;50;0.60;2835;512;0.60;5129;6235;tests/029.in
100000;5000;5000;50;0.60;2846;500;0.60;5149;6246;tests/030.in
100000;5000;5000;50;0.60;2875;463;0.60;5130;6092;tests/031.in
100000;5000;5000;50;0.60;2875;481;0.60;5128;6198;tests/032.in
100000;5000;5000;50;0.60;2862;487;0.60;5140;6197;tests/033.in
100000;5000;5000;50;0.60;2821;521;0.60;5142;6250;tests/034.in
100000;5000;5000;50;0.60;2826;511;0.60;5157;6204;tests/035.in
100000;5000;5000;50;0.60;2855;491;0.60;5128;6148;tests/036.in
100000;5000;5000;50;0.60;2843;492;0.60;5165;6132;tests/037.in
100000;5000;5000;50;0.60;2856;500;0.60;5136;6166;tests/038.in
100000;5000;5000;50;0.60;2856;483;0.60;5148;6164;tests/039.in
100000;5000;5000;50;0.60;2834;524;0.60;5155;6287;tests/040.in
100000;5000;5000;50;0.60;2820;525;0.60;5151;6331;tests/041.in
100000;5000;5000;50;0.60;2843;499;0.60;5122;6272;tests/042.in
100000;5000;5000;50;0.60;2832;515;0.60;5138;6313;tests/043.in
100000;5000;5000;50;0.60;2845;503;0.60;5133;6202;tests/044.in
100000;5000;5000;50;0.60;2846;497;0.60;5149;6217;tests/045.in
100000;5000;5000;50;0.60;2852;483;0.60;5136;6204;tests/046.in
100000;5000;5000;50;0.60;2835;501;0.60;5126;6251;tests/047.in
100000;5000;5000;50;0.60;2853;491;0.60;5140;6252;tests/048.in
100000;5000;5000;50;0.60;2811;529;0.60;5141;6246;tests/049.in
100000;5000;5000;50;0.60;2836;508;0.60;5152;6177;tests/050.in
100000;5000;5000;50;0.75;2090;784;0.70;5230;6997;tests/001.in
100000;5000;5000;50;0.75;2096;810;0.69;5223;6931;tests/002.in
100000;5000;5000;50;0.75;2094;780;0.70;5204;7004;tests/003.in
100000;5000;5000;50;0.75;2097;794;0.69;5217;6914;tests/004.in
100000;5000;5000;50;0.75;2111;785;0.69;5241;6861;tests/005.in
100000;5000;5000;50;0.75;2110;774;0.69;5224;6889;tests/006.in
100000;5000;5000;50;0.75;2111;790;0.69;5197;6937;tests/007.in
100000;5000;5000;50;0.75;2101;804;0.69;5244;6905;tests/008.in
100000;5000;5000;50;0.75;2104;772;0.70;5215;6809;tests/009.in
100000;5000;5000;50;0.75;2101;782;0.69;5213;6898;tests/010.in
100000;5000;5000;50;0.75;2098;789;0.69;5211;6890;tests/011.in
100000;5000;5000;50;0.75;2107;794;0.69;5218;7040;tests/012.in
100000;5000;5000;50;0.75;2100;786;0.69;5212;6917;tests/013.in
100000;5000;5000;50;0.75;2097;802;0.69;5242;6956;tests/014.in
100000;5000;5000;50;0.75;2103;803;0.69;5219;6940;tests/015.in
100000;5000;5000;50;0.75;2092;771;0.70;5224;6837;tests/016.in
100000;5000;5000;50;0.75;2096;779;0.70;5225;6866;tests/017.in
100000;5000;5000;50;0.75;2110;802;0.69;5215;7015;tests/018.in
100000;5000;5000;50;0.75;2111;797;0.69;5199;6951;tests/019.in
100000;5000;5000;50;0.75;2096;799;0.69;5251;6917;tests/020.in
100000;5000;5000;50;0.75;2108;789;0.69;5244;6972;tests/021.in
100000;5000;5000;50;0.75;2097;779;0.70;5244;6956;tests/022.in
100000;5000;5000;50;0.75;2093;794;0.69;5234;6926;tests/023.in
100000;5000;5000;50;0.75;2121;777;0.69;5190;6887;tests/024.in
100000;5000;5000;50;0.75;2098;805;0.69;5213;6947;tests/025.in
100000;5000;5000;50;0.75;783;1885;0.75;9806;15372;tests/026.in
100000;5000;5000;50;0.75;2108;780;0.69;5229;6867;tests/027.in
100000;5000;5000;50;0.75;616;2052;0.75;10683;16018;tests/028.in
100000;5000;5000;50;0.75;2118;817;0.68;5197;6935;tests/029.in
100000;5000;5000;50;0.75;2101;786;0.69;5229;6939;tests/030.in
100000;5000;5000;50;0.75;2088;787;0.70;5217;6882;tests/031.in
100000;5000;5000;50;0.75;2121;802;0.68;5228;6949;tests/032.in
100000;5000;5000;50;0.75;2105;792;0.69;5226;6917;tests/033.in
100000;5000;5000;50;0.75;2109;783;0.69;5201;6898;tests/034.in
100000;5000;5000;50;0.75;2113;800;0.69;5232;6888;tests/035.in
100000;5000;5000;50;0.75;2086;795;0.69;5209;6909;tests/036.in
100000;5000;5000;50;0.75;2091;801;0.69;5264;6916;tests/037.in
100000;5000;5000;50;0.75;2090;813;0.69;5216;6903;tests/038.in
100000;5000;5000;50;0.75;2100;792;0.69;5220;6951;tests/039.in
100000;5000;5000;50;0.75;2100;805;0.69;5224;6946;tests/040.in
100000;5000;5000;50;0.75;2093;820;0.69;5240;6980;tests/041.in
100000;5000;5000;50;0.75;2102;795;0.69;5215;7001;tests/042.in
100000;5000;5000;50;0.75;650;2019;0.75;10762;16427;tests/043.in
100000;5000;5000;50;0.75;2107;797;0.69;5196;6894;tests/044.in
100000;5000;5000;50;0.75;2096;784;0.69;5239;6918;tests/045.in
100000;5000;5000;50;0.75;2105;775;0.69;5222;6935;tests/046.in
100000;5000;5000;50;0.75;2094;802;0.69;5230;6975;tests/047.in
100000;5000;5000;50;0.75;2110;787;0.69;5213;6948;tests/048.in
100000;5000;5000;50;0.75;2104;812;0.69;5228;6930;tests/049.in
100000;5000;5000;50;0.75;2102;796;0.69;5225;6886;tests/050.in
100000;5000;5000;50;0.80;520;1980;0.80;10895;15736;tests/001.in
100000;5000;5000;50;0.80;547;1958;0.80;10925;16279;tests/002.in
100000;5000;5000;50;0.80;539;1964;0.80;10991;16329;tests/003.in
100000;5000;5000;50;0.80;527;1974;0.80;11056;15814;tests/004.in
100000;5000;5000;50;0.80;531;1971;0.80;10803;15523;tests/005.in
100000;5000;5000;50;0.80;540;1967;0.80;11002;16027;tests/006.in
100000;5000;5000;50;0.80;560;1942;0.80;10933;16587;tests/007.in
100000;5000;5000;50;0.80;528;1975;0.80;11054;15729;tests/008.in
100000;5000;5000;50;0.80;528;1973;0.80;10986;16061;tests/009.in
100000;5000;5000;50;0.80;519;1985;0.80;11235;15999;tests/010.in
100000;5000;5000;50;0.80;519;1988;0.80;11028;15870;tests/011.in
100000;5000;5000;50;0.80;536;1971;0.80;11071;16148;tests/012.in
100000;5000;5000;50;0.80;541;1959;0.80;10854;15876;tests/013.in
100000;5000;5000;50;0.80;519;1987;0.80;11041;15874;tests/014.in
100000;5000;5000;50;0.80;524;1979;0.80;10928;16038;tests/015.in
100000;5000;5000;50;0.80;522;1982;0.80;11080;16040;tests/016.in
100000;5000;5000;50;0.80;545;1956;0.80;10765;15837;tests/017.in
100000;5000;5000;50;0.80;528;1977;0.80;11022;15854;tests/018.in
100000;5000;5000;50;0.80;518;1983;0.80;10952;15735;tests/019.in
100000;5000;5000;50;0.80;530;1974;0.80;10931;15899;tests/020.in
100000;5000;5000;50;0.80;540;1962;0.80;11067;15958;tests/021.in
100000;5000;5000;50;0.80;550;1950;0.80;11004;16352;tests/022.in
100000;5000;5000;50;0.80;539;1961;0.80;11035;15673;tests/023.in
100000;5000;5000;50;0.80;519;1983;0.80;10875;15753;tests/024.in
100000;5000;5000;50;0.80;529;1973;0.80;10956;15687;tests/025.in
100000;5000;5000;50;0.80;527;1976;0.80;10886;15662;tests/026.in
100000;5000;5000;50;0.80;543;1962;0.80;10826;16038;tests/027.in
100000;5000;5000;50;0.80;513;1987;0.80;11136;16077;tests/028.in
100000;5000;5000;50;0.80;514;1992;0.80;11048;15831;tests/029.in
100000;5000;5000;50;0.80;516;1986;0.80;11030;16151;tests/030.in
100000;5000;5000;50;0.80;546;1955;0.80;10913;16058;tests/031.in
100000;5000;5000;50;0.80;544;1957;0.80;10993;16165;tests/032.in
100000;5000;5000;50;0.80;518;1982;0.80;10939;15669;tests/033.in
100000;5000;5000;50;0.80;530;1979;0.80;10833;15580;tests/034.in
100000;5000;5000;50;0.80;543;1960;0.80;10940;16185;tests/035.in
100000;5000;5000;50;0.80;533;1970;0.80;10998;16059;tests/036.in
100000;5000;5000;50;0.80;559;1946;0.80;10955;16226;tests/037.in
100000;5000;5000;50;0.80;523;1977;0.80;10920;15893;tests/038.in
100000;5000;5000;50;0.80;531;1971;0.80;10995;16092;tests/039.in
100000;5000;5000;50;0.80;547;1970;0.79;11059;16076;tests/040.in
100000;5000;5000;50;0.80;544;1958;0.80;11075;15928;tests/041.in
100000;5000;5000;50;0.80;516;1986;0.80;10929;15770;tests/042.in
100000;5000;5000;50;0.80;530;1973;0.80;10866;15766;tests/043.in
100000;5000;5000;50;0.80;516;1989;0.80;10984;15901;tests/044.in
100000;5000;5000;50;0.80;510;1991;0.80;11221;16269;tests/045.in
100000;5000;5000;50;0.80;527;1975;0.80;11022;15783;tests/046.in
100000;5000;5000;50;0.80;523;1978;0.80;11039;15916;tests/047.in
100000;5000;5000;50;0.80;510;1993;0.80;10922;15933;tests/048.in
100000;5000;5000;50;0.80;536;1967;0.80;11026;16197;tests/049.in
100000;5000;5000;50;0.80;536;1967;0.80;10962;15913;tests/050.in
100000;5000;5000;50;0.90;247;1982;0.90;19011;28753;tests/001.in
100000;5000;5000;50;0.90;237;1989;0.90;21107;33009;tests/002.in
100000;5000;5000;50;0.90;231;1994;0.90;22025;35072;tests/003.in
100000;5000;5000;50;0.90;242;1983;0.90;20117;30929;tests/004.in
100000;5000;5000;50;0.90;243;1982;0.90;19251;29379;tests/005.in
100000;5000;5000;50;0.90;247;1981;0.90;18975;28622;tests/006.in
100000;5000;5000;50;0.90;237;1991;0.90;21279;32604;tests/007.in
100000;5000;5000;50;0.90;235;1988;0.90;21341;33552;tests/008.in
100000;5000;5000;50;0.90;240;1988;0.90;20452;31860;tests/009.in
100000;5000;5000;50;0.90;236;1988;0.90;20979;33109;tests/010.in
100000;5000;5000;50;0.90;239;1992;0.90;20473;31907;tests/011.in
100000;5000;5000;50;0.90;244;1981;0.90;19656;29663;tests/012.in
100000;5000;5000;50;0.90;250;1975;0.90;18739;27731;tests/013.in
100000;5000;5000;50;0.90;241;1986;0.90;20457;30771;tests/014.in
100000;5000;5000;50;0.90;231;1995;0.90;21777;34737;tests/015.in
100000;5000;5000;50;0.90;241;1989;0.90;20299;30607;tests/016.in
100000;5000;5000;50;0.90;233;2000;0.90;22000;34420;tests/017.in
100000;5000;5000;50;0.90;235;1988;0.90;21395;33278;tests/018.in
100000;5000;5000;50;0.90;238;1990;0.90;19993;31225;tests/019.in
100000;5000;5000;50;0.90;239;1986;0.90;20727;31434;tests/020.in
100000;5000;5000;50;0.90;237;1989;0.90;21008;32134;tests/021.in
100000;5000;5000;50;0.90;239;1989;0.90;20557;32071;tests/022.in
100000;5000;5000;50;0.90;238;1987;0.90;20627;32244;tests/023.in
100000;5000;5000;50;0.90;239;1988;0.90;20400;32205;tests/024.in
100000;5000;5000;50;0.90;239;1990;0.90;21187;32625;tests/025.in
100000;5000;5000;50;0.90;247;1977;0.90;19370;29327;tests/026.in
100000;5000;5000;50;0.90;246;1983;0.90;19205;28865;tests/027.in
100000;5000;5000;50;0.90;232;1991;0.90;21741;34288;tests/028.in
100000;5000;5000;50;0.90;230;1996;0.90;22104;34840;tests/029.in
100000;5000;5000;50;0.90;236;1991;0.90;21543;33447;tests/030.in
100000;5000;5000;50;0.90;242;1982;0.90;20169;30975;tests/031.in
100000;5000;5000;50;0.90;235;1988;0.90;21300;33574;tests/032.in
100000;5000;5000;50;0.90;238;1988;0.90;21144;32221;tests/033.in
100000;5000;5000;50;0.90;238;1987;0.90;20598;32458;tests/034.in
100000;5000;5000;50;0.90;230;2000;0.90;22550;35070;tests/035.in
100000;5000;5000;50;0.90;226;2002;0.90;23177;36787;tests/036.in
100000;5000;5000;50;0.90;240;1984;0.90;20186;31702;tests/037.in
100000;5000;5000;50;0.90;237;1987;0.90;21104;32683;tests/038.in
100000;5000;5000;50;0.90;242;1985;0.90;20479;31399;tests/039.in
100000;5000;5000;50;0.90;246;1995;0.89;19361;29779;tests/040.in
100000;5000;5000;50;0.90;232;1998;0.90;21179;33939;tests/041.in
100000;5000;5000;50;0.90;237;1990;0.90;21276;32585;tests/042.in
100000;5000;5000;50;0.90;238;1987;0.90;21103;32863;tests/043.in
100000;5000;5000;50;0.90;241;1992;0.90;20446;31402;tests/044.in
100000;5000;5000;50;0.90;243;1980;0.90;19811;30341;tests/045.in
100000;5000;5000;50;0.90;231;1997;0.90;21741;33974;tests/046.in
100000;5000;5000;50;0.90;242;1983;0.90;20342;30969;tests/047.in
100000;5000;5000;50;0.90;243;1985;0.90;19841;30477;tests/048.in
100000;5000;5000;50;0.90;244;1993;0.89;19695;30904;tests/049.in
100000;5000;5000;50;0.90;235;1994;0.90;21408;33191;tests/050.in
100000;5000;5000;100;0.60;1451;246;0.59;5082;6233;tests/001.in
100000;5000;5000;100;0.60;1472;219;0.59;5078;6077;tests/002.in
100000;5000;5000;100;0.60;1477;203;0.60;5083;6011;tests/003.in
100000;5000;5000;100;0.60;1486;196;0.59;5077;5959;tests/004.in
100000;5000;5000;100;0.60;1480;202;0.59;5068;5965;tests/005.in
100000;5000;5000;100;0.60;1470;221;0.59;5070;6093;tests/006.in
100000;5000;5000;100;0.60;1455;233;0.59;5090;6196;tests/007.in
100000;5000;5000;100;0.60;1459;230;0.59;5107;6122;tests/008.in
100000;5000;5000;100;0.60;1466;214;0.60;5086;6059;tests/009.in
100000;5000;5000;100;0.60;1468;217;0.59;5079;6059;tests/010.in
100000;5000;5000;100;0.60;1479;228;0.59;5070;6115;tests/011.in
100000;5000;5000;100;0.60;1474;218;0.59;5087;6128;tests/012.in
100000;5000;5000;100;0.60;1465;222;0.59;5087;6107;tests/013.in
100000;5000;5000;100;0.60;1452;237;0.59;5104;6170;tests/014.in
100000;5000;5000;100;0.60;1475;219;0.59;5072;6080;tests/015.in
100000;5000;5000;100;0.60;1463;226;0.59;5093;6078;tests/016.in
100000;5000;5000;100;0.60;1479;220;0.59;5070;6098;tests/017.in
100000;5000;5000;100;0.60;1473;213;0.59;5096;6126;tests/018.in
100000;5000;5000;100;0.60;1455;226;0.59;5085;6138;tests/019.in
100000;5000;5000;100;0.60;1477;205;0.59;5082;6008;tests/020.in
100000;5000;5000;100;0.60;1460;224;0.59;5080;6085;tests/021.in
100000;5000;5000;100;0.60;1472;216;0.59;5104;6044;tests/022.in
100000;5000;5000;100;0.60;1464;224;0.59;5094;6063;tests/023.in
100000;5000;5000;100;0.60;1458;235;0.59;5094;6190;tests/024.in
100000;5000;5000;100;0.60;1459;212;0.60;5089;6086;tests/025.in
100000;5000;5000;100;0.60;1478;203;0.59;5081;5979;tests/026.in
100000;5000;5000;100;0.60;1470;221;0.59;5087;6053;tests/027.in
100000;5000;5000;100;0.60;1471;219;0.59;5089;6039;tests/028.in
100000;5000;5000;100;0.60;1475;223;0.59;5072;6047;tests/029.in
100000;5000;5000;100;0.60;1466;219;0.59;5080;6127;tests/030.in
100000;5000;5000;100;0.60;1478;213;0.59;5087;6017;tests/031.in
100000;5000;5000;100;0.60;1470;211;0.59;5082;6041;tests/032.in
100000;5000;5000;100;0.60;1486;205;0.59;5077;5993;tests/033.in
100000;5000;5000;100;0.60;1473;223;0.59;5081;6049;tests/034.in
100000;5000;5000;100;0.60;1463;209;0.60;5096;6019;tests/035.in
100000;5000;5000;100;0.60;1472;217;0.59;5067;6038;tests/036.in
100000;5000;5000;100;0.60;1462;233;0.59;5089;6095;tests/037.in
100000;5000;5000;100;0.60;1484;199;0.59;5081;5962;tests/038.in
100000;5000;5000;100;0.60;1458;247;0.59;5093;6221;tests/039.in
100000;5000;5000;100;0.60;1460;246;0.59;5100;6209;tests/040.in
100000;5000;5000;100;0.60;1458;214;0.60;5077;6008;tests/041.in
100000;5000;5000;100;0.60;1479;220;0.59;5089;6140;tests/042.in
100000;5000;5000;100;0.60;1475;227;0.59;5096;6121;tests/043.in
100000;5000;5000;100;0.60;1465;220;0.59;5077;6061;tests/044.in
100000;5000;5000;100;0.60;1468;212;0.60;5096;6070;tests/045.in
100000;5000;5000;100;0.60;1479;213;0.59;5063;6028;tests/046.in
100000;5000;5000;100;0.60;1469;211;0.60;5102;6031;tests/047.in
100000;5000;5000;100;0.60;1468;233;0.59;5077;6178;tests/048.in
100000;5000;5000;100;0.60;1467;221;0.59;5079;6076;tests/049.in
100000;5000;5000;100;0.60;1464;223;0.59;5085;6053;tests/050.in
100000;5000;5000;100;0.75;1123;360;0.67;5120;6807;tests/001.in
100000;5000;5000;100;0.75;1121;356;0.68;5139;6716;tests/002.in
100000;5000;5000;100;0.75;1120;342;0.68;5117;6721;tests/003.in
100000;5000;5000;100;0.75;1119;355;0.68;5131;6726;tests/004.in
100000;5000;5000;100;0.75;1115;346;0.68;5121;6697;tests/005.in
100000;5000;5000;100;0.75;1126;367;0.67;5124;6807;tests/006.in
100000;5000;5000;100;0.75;1127;365;0.67;5119;6842;tests/007.in
100000;5000;5000;100;0.75;1121;360;0.68;5154;6746;tests/008.in
100000;5000;5000;100;0.75;1120;340;0.68;5121;6662;tests/009.in
100000;5000;5000;100;0.75;1135;350;0.67;5123;6705;tests/010.in
100000;5000;5000;100;0.75;1117;357;0.68;5119;6754;tests/011.in
100000;5000;5000;100;0.75;1111;362;0.68;5131;6851;tests/012.in
100000;5000;5000;100;0.75;1120;347;0.68;5132;6719;tests/013.in
100000;5000;5000;100;0.75;1116;359;0.68;5153;6770;tests/014.in
100000;5000;5000;100;0.75;1117;370;0.67;5130;6829;tests/015.in
100000;5000;5000;100;0.75;1121;356;0.68;5152;6723;tests/016.in
100000;5000;5000;100;0.75;1129;359;0.67;5123;6783;tests/017.in
100000;5000;5000;100;0.75;1130;337;0.68;5129;6744;tests/018.in
100000;5000;5000;100;0.75;1123;354;0.68;5129;6789;tests/019.in
100000;5000;5000;100;0.75;1121;351;0.68;5134;6677;tests/020.in
100000;5000;5000;100;0.75;1115;357;0.68;5133;6759;tests/021.in
100000;5000;5000;100;0.75;1114;351;0.68;5161;6723;tests/022.in
100000;5000;5000;100;0.75;1122;350;0.68;5138;6676;tests/023.in
100000;5000;5000;100;0.75;1126;345;0.68;5128;6702;tests/024.in
100000;5000;5000;100;0.75;1115;342;0.69;5152;6767;tests/025.in
100000;5000;5000;100;0.75;1116;350;0.68;5134;6679;tests/026.in
100000;5000;5000;100;0.75;1130;341;0.68;5125;6644;tests/027.in
100000;5000;5000;100;0.75;1121;342;0.68;5139;6622;tests/028.in
100000;5000;5000;100;0.75;1118;370;0.67;5124;6761;tests/029.in
100000;5000;5000;100;0.75;1123;343;0.68;5132;6710;tests/030.in
100000;5000;5000;100;0.75;1117;361;0.68;5146;6737;tests/031.in
100000;5000;5000;100;0.75;1129;336;0.68;5136;6660;tests/032.in
100000;5000;5000;100;0.75;1141;325;0.68;5132;6571;tests/033.in
100000;5000;5000;100;0.75;1131;344;0.68;5128;6614;tests/034.in
100000;5000;5000;100;0.75;1117;345;0.68;5154;6675;tests/035.in
100000;5000;5000;100;0.75;1119;345;0.68;5121;6665;tests/036.in
100000;5000;5000;100;0.75;1123;363;0.67;5141;6753;tests/037.in
100000;5000;5000;100;0.75;1126;337;0.68;5138;6625;tests/038.in
100000;5000;5000;100;0.75;1120;367;0.67;5134;6812;tests/039.in
100000;5000;5000;100;0.75;1128;365;0.67;5154;6785;tests/040.in
100000;5000;5000;100;0.75;1115;348;0.68;5127;6659;tests/041.in
100000;5000;5000;100;0.75;1136;353;0.67;5128;6760;tests/042.in
100000;5000;5000;100;0.75;1125;347;0.68;5143;6710;tests/043.in
100000;5000;5000;100;0.75;1127;354;0.68;5126;6698;tests/044.in
100000;5000;5000;100;0.75;1134;335;0.68;5157;6688;tests/045.in
100000;5000;5000;100;0.75;1133;355;0.67;5126;6727;tests/046.in
100000;5000;5000;100;0.75;1122;360;0.67;5166;6758;tests/047.in
100000;5000;5000;100;0.75;1131;349;0.68;5112;6757;tests/048.in
100000;5000;5000;100;0.75;1120;350;0.68;5133;6710;tests/049.in
100000;5000;5000;100;0.75;1123;357;0.68;5137;6697;tests/050.in
100000;5000;5000;100;0.80;1048;396;0.69;5130;6982;tests/001.in
100000;5000;5000;100;0.80;1041;390;0.70;5154;6890;tests/002.in
100000;5000;5000;100;0.80;1041;368;0.71;5128;6858;tests/003.in
100000;5000;5000;100;0.80;1039;384;0.70;5145;6843;tests/004.in
100000;5000;5000;100;0.80;1039;371;0.71;5129;6804;tests/005.in
100000;5000;5000;100;0.80;1049;399;0.69;5132;6961;tests/006.in
100000;5000;5000;100;0.80;1051;391;0.69;5125;6982;tests/007.in
100000;5000;5000;100;0.80;1043;391;0.70;5163;6892;tests/008.in
100000;5000;5000;100;0.80;1036;370;0.71;5129;6804;tests/009.in
100000;5000;5000;100;0.80;1055;383;0.70;5134;6866;tests/010.in
100000;5000;5000;100;0.80;1035;394;0.70;5127;6902;tests/011.in
100000;5000;5000;100;0.80;1034;390;0.70;5148;6976;tests/012.in
100000;5000;5000;100;0.80;1044;374;0.71;5139;6821;tests/013.in
100000;5000;5000;100;0.80;1034;388;0.70;5156;6896;tests/014.in
100000;5000;5000;100;0.80;1040;401;0.69;5135;6986;tests/015.in
100000;5000;5000;100;0.80;1046;384;0.70;5159;6864;tests/016.in
100000;5000;5000;100;0.80;1046;386;0.70;5137;6908;tests/017.in
100000;5000;5000;100;0.80;1046;369;0.71;5141;6900;tests/018.in
100000;5000;5000;100;0.80;1046;383;0.70;5141;6928;tests/019.in
100000;5000;5000;100;0.80;1044;377;0.70;5143;6800;tests/020.in
100000;5000;5000;100;0.80;1043;375;0.71;5137;6844;tests/021.in
100000;5000;5000;100;0.80;1032;378;0.71;5176;6840;tests/022.in
100000;5000;5000;100;0.80;1045;380;0.70;5149;6823;tests/023.in
100000;5000;5000;100;0.80;265;986;0.80;10934;15771;tests/024.in
100000;5000;5000;100;0.80;1033;371;0.71;5158;6879;tests/025.in
100000;5000;5000;100;0.80;272;982;0.80;10989;15995;tests/026.in
100000;5000;5000;100;0.80;1046;375;0.70;5145;6805;tests/027.in
100000;5000;5000;100;0.80;1036;377;0.71;5157;6805;tests/028.in
100000;5000;5000;100;0.80;1038;403;0.69;5135;6895;tests/029.in
100000;5000;5000;100;0.80;1042;379;0.70;5146;6872;tests/030.in
100000;5000;5000;100;0.80;1042;390;0.70;5155;6885;tests/031.in
100000;5000;5000;100;0.80;1049;367;0.71;5142;6806;tests/032.in
100000;5000;5000;100;0.80;348;915;0.79;10492;16525;tests/033.in
100000;5000;5000;100;0.80;1053;373;0.70;5132;6763;tests/034.in
100000;5000;5000;100;0.80;1034;379;0.71;5168;6841;tests/035.in
100000;5000;5000;100;0.80;815;512;0.75;6125;8634;tests/036.in
100000;5000;5000;100;0.80;1047;391;0.70;5155;6879;tests/037.in
100000;5000;5000;100;0.80;1039;375;0.71;5147;6803;tests/038.in
100000;5000;5000;100;0.80;1042;396;0.70;5147;6962;tests/039.in
100000;5000;5000;100;0.80;1053;387;0.69;5160;6906;tests/040.in
100000;5000;5000;100;0.80;356;897;0.80;10379;16617;tests/041.in
100000;5000;5000;100;0.80;1053;389;0.69;5143;6931;tests/042.in
100000;5000;5000;100;0.80;1045;375;0.70;5154;6830;tests/043.in
100000;5000;5000;100;0.80;274;983;0.80;10837;16083;tests/044.in
100000;5000;5000;100;0.80;1052;370;0.70;5168;6839;tests/045.in
100000;5000;5000;100;0.80;1054;382;0.70;5139;6859;tests/046.in
100000;5000;5000;100;0.80;281;981;0.79;11149;16743;tests/047.in
100000;5000;5000;100;0.80;277;977;0.80;10841;16018;tests/048.in
100000;5000;5000;100;0.80;1043;372;0.71;5144;6808;tests/049.in
100000;5000;5000;100;0.80;1047;390;0.70;5143;6859;tests/050.in
100000;5000;5000;100;0.90;125;990;0.90;18489;28369;tests/001.in
100000;5000;5000;100;0.90;127;988;0.90;18512;28001;tests/002.in
100000;5000;5000;100;0.90;128;986;0.90;17976;27099;tests/003.in
100000;5000;5000;100;0.90;124;996;0.89;18650;28405;tests/004.in
100000;5000;5000;100;0.90;126;988;0.90;18469;28057;tests/005.in
100000;5000;5000;100;0.90;134;984;0.89;18039;27415;tests/006.in
100000;5000;5000;100;0.90;129;984;0.90;18080;27442;tests/007.in
100000;5000;5000;100;0.90;119;994;0.90;21124;33489;tests/008.in
100000;5000;5000;100;0.90;129;987;0.90;17795;26546;tests/009.in
100000;5000;5000;100;0.90;119;995;0.90;20592;32365;tests/010.in
100000;5000;5000;100;0.90;118;994;0.90;21035;32707;tests/011.in
100000;5000;5000;100;0.90;119;994;0.90;21385;32830;tests/012.in
100000;5000;5000;100;0.90;127;990;0.90;18342;26801;tests/013.in
100000;5000;5000;100;0.90;118;994;0.90;21489;32939;tests/014.in
100000;5000;5000;100;0.90;130;982;0.90;17498;26402;tests/015.in
100000;5000;5000;100;0.90;126;988;0.90;18253;27001;tests/016.in
100000;5000;5000;100;0.90;122;992;0.90;19947;30417;tests/017.in
100000;5000;5000;100;0.90;123;991;0.90;19376;29191;tests/018.in
100000;5000;5000;100;0.90;125;989;0.90;18824;29363;tests/019.in
100000;5000;5000;100;0.90;117;999;0.90;21511;33538;tests/020.in
100000;5000;5000;100;0.90;124;989;0.90;19431;29201;tests/021.in
100000;5000;5000;100;0.90;125;987;0.90;19184;29056;tests/022.in
100000;5000;5000;100;0.90;118;994;0.90;21618;33415;tests/023.in
100000;5000;5000;100;0.90;126;994;0.89;18306;27263;tests/024.in
100000;5000;5000;100;0.90;130;986;0.90;18705;28655;tests/025.in
100000;5000;5000;100;0.90;123;989;0.90;19558;29774;tests/026.in
100000;5000;5000;100;0.90;129;991;0.89;17695;25632;tests/027.in
100000;5000;5000;100;0.90;120;994;0.90;20885;32966;tests/028.in
100000;5000;5000;100;0.90;115;998;0.90;22157;35714;tests/029.in
100000;5000;5000;100;0.90;119;995;0.90;20920;32850;tests/030.in
100000;5000;5000;100;0.90;121;993;0.90;20801;31844;tests/031.in
100000;5000;5000;100;0.90;132;991;0.89;17635;25982;tests/032.in
100000;5000;5000;100;0.90;123;990;0.90;19188;28902;tests/033.in
100000;5000;5000;100;0.90;118;996;0.90;21349;33456;tests/034.in
100000;5000;5000;100;0.90;120;993;0.90;20702;32165;tests/035.in
100000;5000;5000;100;0.90;124;995;0.89;19179;29333;tests/036.in
100000;5000;5000;100;0.90;126;991;0.90;18320;27641;tests/037.in
100000;5000;5000;100;0.90;122;993;0.90;20077;31150;tests/038.in
100000;5000;5000;100;0.90;128;986;0.90;17877;26453;tests/039.in
100000;5000;5000;100;0.90;128;987;0.90;17889;27704;tests/040.in
100000;5000;5000;100;0.90;120;994;0.90;20986;32087;tests/041.in
100000;5000;5000;100;0.90;128;991;0.89;18132;26990;tests/042.in
100000;5000;5000;100;0.90;129;989;0.89;17753;26003;tests/043.in
100000;5000;5000;100;0.90;123;992;0.90;19546;29724;tests/044.in
100000;5000;5000;100;0.90;116;998;0.90;22004;35145;tests/045.in
100000;5000;5000;100;0.90;122;993;0.90;19981;30187;tests/046.in
100000;5000;5000;100;0.90;128;991;0.89;17589;26046;tests/047.in
100000;5000;5000;100;0.90;117;996;0.90;22216;34357;tests/048.in
100000;5000;5000;100;0.90;121;995;0.90;20290;31819;tests/049.in
100000;5000;5000;100;0.90;123;993;0.90;19467;29155;tests/050.in
